Tran,San,Gia_tri_PPG,Truc_0
300,-300,-106.05,0
300,-300,-282.04,0
300,-300,-482.74,0
300,-300,-703.54,0
300,-300,-938.10,0
300,-300,-1179.53,0
300,-300,-1419.80,0
300,-300,-1652.68,0
300,-300,-1873.67,0
300,-300,-2078.32,0
300,-300,-2265.46,0
300,-300,-2435.42,0
300,-300,-2588.16,0
300,-300,-2725.39,0
300,-300,-2847.35,0
300,-300,-2954.58,0
300,-300,-3044.15,0
300,-300,-3115.19,0
300,-300,-3164.92,0
300,-300,-3190.94,0
300,-300,-3189.98,0
300,-300,-3164.38,0
300,-300,-3115.05,0
300,-300,-3048.36,0
300,-300,-2968.91,0
300,-300,-2886.32,0
300,-300,-2807.20,0
300,-300,-2738.73,0
300,-300,-2679.27,0
300,-300,-2635.84,0
300,-300,-2602.73,0
300,-300,-2577.37,0
300,-300,-2551.98,0
300,-300,-2520.05,0
300,-300,-2473.96,0
300,-300,-2409.08,0
300,-300,-2322.68,0
300,-300,-2217.07,0
300,-300,-2093.39,0
300,-300,-1961.17,0
300,-300,-1824.12,0
300,-300,-1693.03,0
300,-300,-1571.98,0
300,-300,-1465.69,0
300,-300,-1374.21,0
300,-300,-1296.12,0
300,-300,-1225.53,0
300,-300,-1158.34,0
300,-300,-1086.56,0
300,-300,-1003.08,0
300,-300,-909.01,0
300,-300,-797.90,0
300,-300,-669.56,0
300,-300,-529.85,0
300,-300,-383.66,0
300,-300,-238.16,0
300,-300,-99.05,0
300,-300,26.19,0
300,-300,136.03,0
300,-300,226.90,0
300,-300,299.06,0
300,-300,352.14,0
300,-300,388.53,0
300,-300,407.41,0
300,-300,410.18,0
300,-300,394.31,0
300,-300,359.36,0
300,-300,299.19,0
300,-300,213.54,0
300,-300,98.32,0
300,-300,-46.73,0
300,-300,-222.87,0
300,-300,-425.21,0
300,-300,-650.40,0
300,-300,-890.05,0
300,-300,-1138.13,0
300,-300,-1385.49,0
300,-300,-1628.15,0
300,-300,-1857.31,0
300,-300,-2071.38,0
300,-300,-2266.74,0
300,-300,-2444.92,0
300,-300,-2604.28,0
300,-300,-2747.67,0
300,-300,-2873.12,0
300,-300,-2982.68,0
300,-300,-3073.11,0
300,-300,-3144.18,0
300,-300,-3191.68,0
300,-300,-3213.39,0
300,-300,-3207.88,0
300,-300,-3176.11,0
300,-300,-3119.40,0
300,-300,-3043.13,0
300,-300,-2952.22,0
300,-300,-2856.83,0
300,-300,-2763.86,0
300,-300,-2683.24,0
300,-300,-2619.70,0
300,-300,-2576.98,0
300,-300,-2554.30,0
300,-300,-2549.62,0
300,-300,-2554.48,0
300,-300,-2561.81,0
300,-300,-2559.67,0
300,-300,-2541.08,0
300,-300,-2491.71,0
300,-300,-2414.46,0
300,-300,-2303.72,0
300,-300,-2164.21,0
300,-300,-2001.20,0
300,-300,-1825.72,0
300,-300,-1645.60,0
300,-300,-1474.28,0
300,-300,-1318.00,0
300,-300,-1185.90,0
300,-300,-1078.04,0
300,-300,-996.32,0
300,-300,-933.72,0
300,-300,-890.34,0
300,-300,-851.53,0
300,-300,-811.82,0
300,-300,-761.98,0
300,-300,-699.68,0
300,-300,-620.19,0
300,-300,-525.61,0
300,-300,-416.89,0
300,-300,-300.62,0
300,-300,-179.54,0
300,-300,-62.93,0
300,-300,47.60,0
300,-300,144.59,0
300,-300,228.41,0
300,-300,295.20,0
300,-300,346.35,0
300,-300,380.88,0
300,-300,399.22,0
300,-300,400.61,0
300,-300,385.75,0
300,-300,351.07,0
300,-300,295.74,0
300,-300,214.85,0
300,-300,109.07,0
300,-300,-25.74,0
300,-300,-186.59,0
300,-300,-373.60,0
300,-300,-581.99,0
300,-300,-808.42,0
300,-300,-1042.84,0
300,-300,-1282.42,0
300,-300,-1517.41,0
300,-300,-1744.96,0
300,-300,-1956.92,0
300,-300,-2153.90,0
300,-300,-2330.93,0
300,-300,-2491.12,0
300,-300,-2632.04,0
300,-300,-2758.73,0
300,-300,-2866.62,0
300,-300,-2960.28,0
300,-300,-3035.81,0
300,-300,-3094.75,0
300,-300,-3131.64,0
300,-300,-3148.95,0
300,-300,-3142.81,0
300,-300,-3117.58,0
300,-300,-3072.60,0
300,-300,-3015.29,0
300,-300,-2946.97,0
300,-300,-2879.22,0
300,-300,-2815.34,0
300,-300,-2765.27,0
300,-300,-2729.56,0
300,-300,-2714.59,0
300,-300,-2716.12,0
